Crop,District,Office Name,PIN-code,Price,StateName,Vendor Name,Weight,id
Capsicum,MUKTSAR,Mangatker BO,152026,180.5,Punjab,Aarashi,3,2506
Wheat,DUNGARPUR,Jashpur Jabka B.O,314023,19.75,Rajasthan,Magilini,0.5,2507
Onions,MALDA,Sambalpur Tal BO,732102,86.5,West Bengal,Revarth,2,2508
Grapes,KHAMMAM,Bhagyathaveedu B.O,507157,32.5,Telangana,Nithaangi,0.5,2509
Oats,JALPAIGURI,Mandalghat BO,735132,78,West Bengal,Keerthini,0.5,2510
Masoor Dal,NADIA,Jalalkhali BO,741102,49,West Bengal,Arthur,0.5,2511
Sweet Potatoes,Kolhapur,Tardal B.O,416121,41,Maharashtra,Ambujam,0.5,2512
Tamarind,SAGAR,Patha B.O,470235,174,Madhya Pradesh,Pillaiyar,1,2513
Rajma,AZAMGARH,Galib Pur BO,276288,423,Uttar Pradesh,Kajini,2.5,2514
Corn,MADHUBANI,Rajnagar SO Madhubani,847235,189.75,Bihar,Loukya,1,2515
Spinach,BAREILLY,Nc Lines Bareilly SO,243001,160.75,Uttar Pradesh,Divia,3,2516
Carrots,NAGAR KURNOOL,Marepally B.O,509406,26.25,Telangana,Manap,0.5,2517
Barley,JASPUR,Bada Karonja BO,496338,67.75,Chattisgarh,Gaangi,0.5,2518
Potatoes,THIRUVANANTHAPURAM,Vattappara SO,695028,17.75,Kerala,Ilashpasti,1,2519
Strawberry,AMETHI,Benipur BO,227405,404.25,Uttar Pradesh,Jaykishan,1,2520
Strawberry,BARMER,Samdari RS S.O,344021,808.25,Rajasthan,Akshayani,2,2521
Grapes,FARIDKOT,Gumti Khurd BO,151202,32.5,Punjab,Punyakeerthi,0.5,2522
Rice,RANGAREDDY,Mekavanampalli B.O,501202,23,Telangana,Thaveesana,0.5,2523
Garlic,SURAT,Umra BO,394130,421.5,Gujarat,Lakshi,1.5,2524
Tamarind,EAST SINGHBHUM,Chirudih BO,832105,521.75,Jharkhand,Thibi,3,2525
Cucumbers,HARDA,Ranhai Kala B.O,461331,41.25,Madhya Pradesh,Roopasree,1,2526
Barley,MUZAFFARNAGAR,Behra Assa BO,251314,270.75,Uttar Pradesh,Janageetha,2,2527
Carrots,JALANDHAR,Laroi BO,144201,131.5,Punjab,Priyavaani,2.5,2528
Wheat,THANJAVUR,Umbalapadi B.O,614203,118.5,Tamil Nadu,Thirththan,3,2529
Oats,JALPAIGURI,Seerampara BO,735132,78,West Bengal,Kunjalata,0.5,2530
Potatoes,East Khasi Hills,Lawsohtun B.O,793004,53.5,Megalaya,Nissim,3,2531
Masoor Dal,Baramulla,Palhallan B.O,193121,49,Jammu and Kashmir,Ilakkana,0.5,2532
Capsicum,JALANDHAR,Laroi BO,144201,60.25,Punjab,Dimpi,1,2533
Sweet Potatoes,CHHINDWARA,Mordongari Pandhurna B.O,480334,81.75,Madhya Pradesh,Shangarran,1,2534
Corn,GADCHIROLI,Amirza B.O,442605,189.75,Maharashtra,Abha,1,2535
Onions,NAGAR KURNOOL,Kummaronipally B.O,509201,43.25,Telangana,Smiren,1,2536
Spinach,KORIYA,Ganeshpur BO,497333,53.5,Chattisgarh,Samarpana,1,2537
Rajma,Chandel,Khudengthabi B.O,795131,169.25,Manipur,Umayanthan,1,2538
Cucumbers,JALNA,Babultara B.O,431501,103.5,Maharashtra,Hetaksh,2.5,2539
Rajma,Kurnool,Jilledubudakala B.O,518465,253.75,Andhra Pradesh,Haribaala,1.5,2540
Barley,BELLARY,Herkal B.O,583122,203,Karnataka,Jimit,1.5,2541
Sweet Potatoes,JANJGIRCHAMPA,Tundri BO,495695,122.75,Chattisgarh,Sureshwara,1.5,2542
Garlic,SALEM,Ponnarampatti B.O,636115,843.25,Tamil Nadu,Dhruvav,3,2543
Wheat,North And Middle Andaman,Smith  Island B.O,744202,39.5,Andaman and Nico.In.,Vhenureka,1,2544
Onions,RAJSAMAND,Hamelon Ki Bar B.O,313341,21.5,Rajasthan,Tananya,0.5,2545
Potatoes,TONK,Palai B.O,304022,26.75,Rajasthan,Deeya,1.5,2546
Grapes,BARGARH,Nuagarh B.O,768030,129.75,Odisha,Kivya,2,2547
Carrots,PALI,Ghorawar B.O,306709,131.5,Rajasthan,Akileshwar,2.5,2548
Oats,INDORE,Tihi B.O,453331,312,Madhya Pradesh,Saksham,2,2549
Corn,GODDA,Khanpur BO,816106,474.75,Jharkhand,Dhivagaran,2.5,2550
Tamarind,JAIPUR,Yaarlipura BO,303903,521.75,Rajasthan,Ritheeshkumar,3,2551
Masoor Dal,JHUJHUNU,Gadala Kalkan B.O,333053,146.75,Rajasthan,Kushaelan,1.5,2552
Strawberry,KRISHNA,Gudem Madhavaram B.O,521181,1010.5,Andhra Pradesh,Kajalsri,2.5,2553
Rice,AMRITSAR,Kale Ghanupur BO,143105,69,Punjab,Andholika,1.5,2554
Capsicum,BIRBHUM,Omarpur BO,731222,60.25,West Bengal,Suryen,1,2555
Spinach,NORTH 24 PARGANAS,Aziznagar BO,743425,80.25,West Bengal,Yogharassan,1.5,2556
Spinach,HOSHIARPUR,Satnaur BO,144528,80.25,Punjab,Asmeya,1.5,2557
Barley,BHARATPUR,Jharauti B.O,321615,203,Rajasthan,Lalithnirajan,1.5,2558
Sweet Potatoes,KAIMUR BHABUA,Bhabua SO,821101,245.25,Bihar,Saanakyan,3,2559
Grapes,BARABANKI,Tera Kalan BO,225301,194.5,Uttar Pradesh,Bhuvanamati,3,2560
Wheat,BAREILLY,Dunda Sumali BO,243201,118.5,Uttar Pradesh,Dhanabalan,3,2561
Rice,TIRUVANNAMALAI,Rajapalayam BO,606755,138.25,Tamil Nadu,Mehalan,3,2562
Onions,NARSINGHPUR,Niwari B.O,487225,86.5,Madhya Pradesh,Debasis,2,2563
Capsicum,MOHALI,Kumbra BO,140308,90.25,Punjab,Aaroosh,1.5,2564
Rajma,RANGAREDDY,Bharat Nagar Colony S.O,500018,169.25,Telangana,Thatheep,1,2565
Potatoes,SANGAREDDY,Tadlapally B.O,502294,17.75,Telangana,Kshamakaram,1,2566
Garlic,PUNE,Khadaki B.O,413130,281,Maharashtra,Chandi,1,2567
Carrots,Yavatmal,Gunj B.O,445205,131.5,Maharashtra,Ashoka,2.5,2568
Cucumbers,SATNA,Kondar B.O,485551,41.25,Madhya Pradesh,Asritha,1,2569
Corn,CHANDRAPUR,Visapur B.O,442701,569.5,Maharashtra,Kishen,3,2570
Oats,KHERI,Kusumi BO,261505,468,Uttar Pradesh,Buddhi,3,2571
Strawberry,SHIVAMOGGA,Ramakrishnapura B.O,577432,404.25,Karnataka,Aereya,1,2572
Tamarind,NAGPUR,Ajni B.O,441401,434.75,Maharashtra,Katha,2.5,2573
Masoor Dal,AKOLA,Dahihanda S.O,444111,244.5,Maharashtra,Gandhar,2.5,2574
Spinach,AZAMGARH,Mir Pur BO,223223,53.5,Uttar Pradesh,Manvita,1,2575
Onions,RANGAREDDY,Bharat Nagar Colony S.O,500018,86.5,Telangana,Komikan,2,2576
Rice,BALLIA,Ibrahima Bad BO,277208,23,Uttar Pradesh,Ajentha,0.5,2577
Cucumbers,NALBARI,Lowpara B.O,781126,20.75,Assam,Kevalkishore,0.5,2578
Masoor Dal,CHITTORGARH,Collectorate  Chittorgarh S.O,312001,293.25,Rajasthan,Vaanilla,3,2579
Capsicum,ERNAKULAM,Maradu SO,682304,30,Kerala,Grethika,0.5,2580
Wheat,REWARI,Bhotwas Ahir BO,123101,118.5,Haryana,Lekhana,3,2581
Barley,GOPALGANJ,Sanhaula BO,841503,67.75,Bihar,Vijayaraman,0.5,2582
Carrots,KOTHAGUDEM COLLS,T.P.Campus S.O,507115,52.75,Telangana,Keatharagowri,1,2583
Corn,KENDRAPARA,Jaynagar B.O,754220,95,Odisha,Gurmukh,0.5,2584
Sweet Potatoes,Bidar,Attarga B.O,585416,245.25,Karnataka,Aairathan,3,2585
Garlic,AZAMGARH,Mutkallipur BO,276288,281,Uttar Pradesh,Shantah,1,2586
Grapes,JAGTIAL,Donur B.O,505454,97.25,Telangana,Pujeetha,1.5,2587
Rajma,BANKURA,Deshra BO,722141,507.5,West Bengal,Rakshada,3,2588
Potatoes,LAKHIMPUR,Khoga B.O,787052,26.75,Assam,Rowgithan,1.5,2589
Tamarind,VIRUDHUNAGAR,Tiruchuli SO,626129,521.75,Tamil Nadu,Vinothan,3,2590
Strawberry,JHALAWAR,Kolukheri Kalan B.O,326037,1010.5,Rajasthan,Ilanthendral,2.5,2591
Oats,BHOPAL,Ratibad B.O,462044,312,Madhya Pradesh,Ubashna,2,2592
Potatoes,DINDIGUL,Vaithilathoppampatti BO,624306,26.75,Tamil Nadu,Vaalmeeki,1.5,2593
Masoor Dal,Sangli,Amnapur BO,416308,293.25,Maharashtra,Kirthini,3,2594
Tamarind,EAST GODAVARI,Raparthi B.O,533445,260.75,Andhra Pradesh,Yogasuthan,1.5,2595
Grapes,Jalgaon,Kazipura B.O,425108,194.5,Maharashtra,Divyashreee,3,2596
Strawberry,VAISHALI,Gadaisarai BO,844103,1010.5,Bihar,Saarik,2.5,2597
Cucumbers,Uttara Kannada,Indoor B.O,581349,124,Karnataka,Neerudhi,3,2598
Carrots,DINDIGUL,Pundi BO,624103,52.75,Tamil Nadu,Lasan,1,2599
Rajma,Yavatmal,Palsi B.O,445106,169.25,Maharashtra,Saahil,1,2600
Wheat,BHARUCH,Saladra BO,392012,59.25,Gujarat,Abinayan,1.5,2601
Corn,BONGAIGAON,Bholatol B.O,783390,474.75,Assam,Uthraa,2.5,2602
Oats,TIKAMGARH,Pratappura B.O,472246,390,Madhya Pradesh,Krishnamurari,2.5,2603
Spinach,RAJSAMAND,Shishoda B.O,313301,53.5,Rajasthan,Ilesh,1,2604
Capsicum,GADAG,Holealur S.O,582203,120.25,Karnataka,Mathuranthi,2,2605
Barley,WEST CHAMPARAN,Puraina BO,845452,338.5,Bihar,Paurnima,2.5,2606
Sweet Potatoes,JIND,Singhwal B.O,126116,204.5,Haryana,Hatish,2.5,2607
Rice,DATIA,Renda B.O,475661,23,Madhya Pradesh,Ronak,0.5,2608
Onions,GURGAON,Wazirabad BO,122003,86.5,Haryana,Thilagam,2,2609
Garlic,SOLAN,Dangheel BO,173217,281,Himachal Pradesh,Vananthika,1,2610
Garlic,SULTANPUR,Jamalpur Jajrahi BO,228141,843.25,Uttar Pradesh,Logarosshini,3,2611
Oats,JHAJJAR,Mundakhera BO,124105,390,Madhya Pradesh,Seyan,2.5,2612
Barley,THRISSUR,Panamkulam BO,680711,338.5,Kerala,Jathurshi,2.5,2613
Rajma,GOLAGHAT,Howtoly B.O,785702,507.5,Assam,Haishi,3,2614
Potatoes,DHULE,Nandane B.O,424307,53.5,Maharashtra,Sanahan,3,2615
Capsicum,BHARATPUR,Ubhaka B.O,321204,180.5,Rajasthan,Hrusikesh,3,2616
Rice,BARWANI,Nagalwadi B.O,451449,92,Madhya Pradesh,Shataneek,2,2617
Strawberry,HASSAN,Kumbenahalli B.O,573135,1212.5,Karnataka,Misthi,3,2618
Carrots,DAVANGERE,Helekallu B.O,577553,26.25,Karnataka,Lokeshwari,0.5,2619
Masoor Dal,Dakshina Kannada,Mulki East B.O,574154,49,Karnataka,Yogeswara,0.5,2620
Cucumbers,MIRZAPUR,Lahangpur BO,231211,20.75,Uttar Pradesh,Simanta,0.5,2621
Tamarind,HAMIRPUR,Mehuna Mundera BO,210507,347.75,Uttar Pradesh,Harikrishna,2,2622
Onions,NELLORE,Allur S.O,524315,64.75,Andhra Pradesh,Giridan,1.5,2623
Grapes,DHEMAJI,Jugisuti B.O,787058,129.75,Assam,Dhanalakshmi,2,2624
Spinach,SHAHJAHANPUR,Malhpur BO,242223,26.75,Uttar Pradesh,Lakshayaditya,0.5,2625
Wheat,VADODARA,Ajwa Road SO,390019,39.5,Gujarat,Karunaanidhi,1,2626
Sweet Potatoes,BARABANKI,Safderganj SO,225412,122.75,Uttar Pradesh,Farukh,1.5,2627
Corn,TONK,Rajpura B.O,304502,379.75,Rajasthan,Barna,2,2628
Cucumbers,HAPUR,Garh Bridge Halt BO,245205,20.75,Uttar Pradesh,Sathuravan,0.5,2629
Wheat,KANGRA,Gawal BO,176128,79,Himachal Pradesh,Lohini,2,2630
Tamarind,KARIM NAGAR,Annaram B.O,505469,521.75,Telangana,Jashnika,3,2631
Spinach,GURGAON,Mankdola BO,122505,107.25,Haryana,Buvanraj,2,2632
Rajma,TEHRI GARHWAL,Bhaldiyana BO,249131,507.5,Uttarakhand,Afshana,3,2633
Corn,CHANDRAPUR,Nandgaon Podey B.O,442507,379.75,Maharashtra,Dheepthi,2,2634
Garlic,AMBEDKAR NAGAR,Noorpur Kalan BO,224139,843.25,Uttar Pradesh,Avaapya,3,2635
Onions,JHUJHUNU,Titanwar S.O,333012,43.25,Rajasthan,Bijesh,1,2636
Potatoes,BIJNOR,Bhanauti BO,246747,26.75,Uttar Pradesh,Jesiha,1.5,2637
Strawberry,Lohit,Tafragam B.O,792001,404.25,Arunachal Pradesh,Puvanesan,1,2638
Barley,Kurnool,Vandagallu B.O,518313,270.75,Andhra Pradesh,Vaigaichelvi,2,2639
Capsicum,KANNUR,Pattanur BO,670595,30,Kerala,Vismay,0.5,2640
Masoor Dal,KRISHNA,Alapadu R.S. B.O,521340,97.75,Andhra Pradesh,Vatsalya,1,2641
Rice,RANGAREDDY,Cherlapatelguda B.O,501506,69,Telangana,Thasmiya,1.5,2642
Oats,SINDHUDURG,Ubhadanda B.O,416516,78,Maharashtra,Tharsni,0.5,2643
Grapes,MAYURBHANJ,Hatbadra S.O,757050,97.25,Odisha,Shabishtran,1.5,2644
Sweet Potatoes,RAJNANDGAON,Kamhera BO,491558,163.5,Chattisgarh,Nashita,2,2645
Carrots,SAWAI MADHOPUR,Borda BO,322023,52.75,Rajasthan,Balajeyanthan,1,2646
Strawberry,SHOPIAN,Shopin SO,192303,1212.5,Jammu and Kashmir,Jeyamalini,3,2647
Carrots,CHICKMAGALUR,Sampigekhan B.O,577129,131.5,Karnataka,Dhashvin,2.5,2648
Rice,KARIMGANJ,Umarpur B.O,788806,46,Assam,Sarvajanan,1,2649
Potatoes,KACHCHH,Khengarpar BO,370165,26.75,Gujarat,Dip,1.5,2650
Grapes,YAMUNANAGAR,Muzafatkalan B.O,135021,129.75,Haryana,Vithursika,2,2651
Tamarind,BANKURA,Charigram BO,722205,521.75,West Bengal,Balambigai,3,2652
Spinach,BANDA,Jhanjhari Ka Purwa BO,210126,80.25,Uttar Pradesh,Davin,1.5,2653
Corn,VELLORE,Reddiyur B.O,635851,95,Tamil Nadu,Ovashni,0.5,2654
Sweet Potatoes,AURANGABAD,Kataiya,824202,81.75,Uttar Pradesh,Ruthreshwaran,1,2655
Masoor Dal,CUTTACK,Badakambilo B.O,754031,146.75,Odisha,Amam,1.5,2656
Rajma,BHIND,Chenkuri B.O,477222,84.5,Madhya Pradesh,Lekshmitha,0.5,2657
Barley,PANCH MAHALS,Navagam BO,389365,338.5,Gujarat,Nalla,2.5,2658
Cucumbers,REWA,Majhigawan B.O,486440,62,Madhya Pradesh,Raavan,1.5,2659
Wheat,KARAULI,Sankarwada BO,321610,79,Rajasthan,Vidursha,2,2660
Garlic,Chatra,Gorhai BO,825401,702.5,Jharkhand,Bhanuprasad,2.5,2661
Capsicum,KATHUA,Marheen BO,184148,90.25,Jammu and Kashmir,Shevay,1.5,2662
Oats,SOLAPUR,Umarge B.O,413216,312,Maharashtra,Malavikan,2,2663
Onions,Phek,Kikruma B.O,797107,86.5,Nagaland,Varoon,2,2664
Carrots,JAYASHANKAR,Medaram B.O,506347,131.5,Telangana,Nadan,2.5,2665
Oats,TONK,Siras B.O,304021,234,Rajasthan,Vyankatesh,1.5,2666
Spinach,CHURU,Bhimsar B.O,331506,107.25,Rajasthan,Chitthirai,2,2667
Rajma,PATHANAMTHITTA,Elanthur SO,689643,423,Kerala,Rudhrasekara,2.5,2668
Cucumbers,Ahmed Nagar,Nimgaon Bhojapur B.O,422605,124,Maharashtra,Rubayasvinya,3,2669
Capsicum,RANGAREDDY,Doolapalli B.O,500100,180.5,Telangana,Yadhu,3,2670
Barley,GAUTAM BUDDHA NAGAR,Nagla Charandas BO,201305,135.25,Uttar Pradesh,Bhaarat,1,2671
Corn,IDUKKI,Ottalloor BO,685586,379.75,Kerala,Kristy,2,2672
Grapes,Mysuru,Matakere B.O,571121,194.5,Karnataka,Sujaysan,3,2673
Tamarind,VIZIANAGARAM,Saraivalasa B.O,535547,174,Andhra Pradesh,Thayanthen,1,2674
Rice,GANDHI NAGAR,Kasturinagar SO,382423,92,Gujarat,Pregalathan,2,2675
Masoor Dal,Ananthapur,Gowdanahalli B.O,515301,49,Andhra Pradesh,Nirunthika,0.5,2676
Sweet Potatoes,MUKTSAR,Muktsar Kty SO,152026,245.25,Punjab,Nivedan,3,2677
Potatoes,KADAPA,Mamillapalli B.O,516004,17.75,Andhra Pradesh,Srijaan,1,2678
Garlic,SATARA,Kavathe S.O,415516,421.5,Maharashtra,Anuragan,1.5,2679
Onions,RAYAGADA,Akhusingi B.O,765025,21.5,Odisha,Dhashanth,0.5,2680
Wheat,MAHABUB NAGAR,Hakeempet B.O,509350,59.25,Telangana,Dharshinisri,1.5,2681
Strawberry,PUNE,Katraj S.O,411046,404.25,Maharashtra,Anabhayan,1,2682
Strawberry,SHAHDOL,Saman B.O,484776,808.25,Madhya Pradesh,Ruba,2,2683
Spinach,BARGARH,Mondiadhipa B.O,768039,80.25,Odisha,Asvanthica,1.5,2684
Masoor Dal,SURENDRA NAGAR,Wadhwancity SO,363030,244.5,Gujarat,Kabilashini,2.5,2685
Potatoes,MALAPPURAM,Edayattur BO,679326,9,Kerala,Sathroovan,0.5,2686
Garlic,FARIDABAD,Sector55 PO,121015,421.5,Haryana,Medhu,1.5,2687
Onions,LALITPUR,Rajghat Dam Project SO,284501,86.5,Uttar Pradesh,Bartholomew,2,2688
Wheat,WEST MIDNAPORE,Mangrul BO,721232,118.5,West Bengal,Thanikesan,3,2689
Oats,BALLIA,Balesara BO,277121,78,Uttar Pradesh,Annashini,0.5,2690
Capsicum,SIDDHARTHNAGAR,Rithia Bazar BO,272152,90.25,Uttar Pradesh,Ankia,1.5,2691
Carrots,Kurnool,Vandagallu B.O,518313,131.5,Andhra Pradesh,Rutveg,2.5,2692
Cucumbers,REWA,Padariya B.O,486123,82.75,Madhya Pradesh,Satayu,2,2693
Rajma,ARIYALUR,Annanagar BO,621713,423,Tamil Nadu,Alima,2.5,2694
Barley,HATHRAS,Jawar BO,204213,338.5,Uttar Pradesh,Janshaya,2.5,2695
Tamarind,BULANDSHAHR,Mahepa BO,203205,260.75,Uttar Pradesh,Surendar,1.5,2696
Rice,CACHAR,Link Road S.O (Cachar,788006,138.25,Assam,Nirothen,3,2697
Grapes,Bidar,Alwai B.O,585416,32.5,Karnataka,Mathuvarsini,0.5,2698
Sweet Potatoes,KRISHNA,Kotha Edara B.O,521211,122.75,Andhra Pradesh,Kavishaalini,1.5,2699
Corn,FAIZABAD,Ismail Nagar Singra BO,224189,474.75,Uttar Pradesh,Vigneshwari,2.5,2700
Rice,DARJILING,Rangali BO,734429,138.25,West Bengal,Anisan,3,2701
Masoor Dal,ETAWAH,Barhpura BO,206131,244.5,Uttar Pradesh,Vrund,2.5,2702
Barley,VISAKHAPATNAM,Ammulapalem B.O,531002,135.25,Andhra Pradesh,Aashana,1,2703
Cucumbers,WEST GODAVARI,Sb Colony S.O,534007,124,Andhra Pradesh,Sriraam,3,2704
Carrots,BUXAR,Barka Singhanpura BO,802120,131.5,Bihar,Magash,2.5,2705
Garlic,Yavatmal,Palsi B.O,445106,281,Maharashtra,Gugaamuthan,1,2706
Potatoes,KALABURAGI,Chinamgera B.O,585265,17.75,Karnataka,Kulavaanan,1,2707
Spinach,KENDUJHAR,Bimala B.O,758076,26.75,Odisha,Sharvaanan,0.5,2708
Tamarind,KARUR,K.Pitchampatti B.O,639118,347.75,Tamil Nadu,Vegi,2,2709
Onions,HARDOI,Shahpur Basudeo BO,241302,108,Uttar Pradesh,Abharajithan,2.5,2710
Oats,BILASPUR HP,Pantehra BO,174028,468,Himachal Pradesh,Devdarshan,3,2711
Sweet Potatoes,TIRUNELVELI,Kalathimadam B.O,627851,204.5,Tamil Nadu,Olliyaval,2.5,2712
Rajma,TUMAKURU,Talagunda B.O,572125,423,Karnataka,Thavanya,2.5,2713
Strawberry,NAMAKKAL,Thindamangalam B.O,637207,404.25,Tamil Nadu,Ridhama,1,2714
Grapes,CHAMPAWAT,Jhudeli BO,262561,194.5,Uttarakhand,Maiyalakan,3,2715
Corn,BALOD BAZER,Grasim Vihar Rawan SO,493196,95,Chattisgarh,Shivahithan,0.5,2716
Wheat,Gadchiroli,Durgapur B.O,442606,59.25,Maharashtra,Vahesan,1.5,2717
Capsicum,NANDURBAR,Shahane B.O,425444,150.5,Maharashtra,Yaarangan,2.5,2718
Cucumbers,WEST MIDNAPORE,Kakrajit BO,721426,62,West Bengal,Hetvi,1.5,2719
Strawberry,TEHRI GARHWAL,Bhaldiyana BO,249131,1212.5,Uttarakhand,Ratheeshen,3,2720
Wheat,BANKURA,Kharbona BO,722137,79,West Bengal,Devavrat,2,2721
Rice,DHEMAJI,Somkong Pagar B.O,787061,138.25,Assam,Piritha,3,2722
Grapes,BHARUCH,Uchhad BO,392150,97.25,Gujarat,Mathivarsan,1.5,2723
Corn,BARDHAMAN,Chanchai BO,713151,189.75,West Bengal,Anjane,1,2724
Barley,GIRIDH,Sobaranpur BO,825108,67.75,Jharkhand,Danniya,0.5,2725
Rajma,KANNUR,Pattanur BO,670595,423,Kerala,Aksami,2.5,2726
Spinach,Kurnool,Sudepalli B.O,518222,26.75,Andhra Pradesh,Tamilazhki,0.5,2727
Masoor Dal,PEDDAPALLI,Eklaspur BO,505184,244.5,Telangana,Laniban,2.5,2728
Oats,Warangal,Papaiahpet B.O,506332,234,Telangana,Thooyan,1.5,2729
Garlic,JIND,Ikkas B.O,126102,140.5,Haryana,Saathushan,0.5,2730
Capsicum,AHMED NAGAR,Hasnapur B.O,414502,120.25,Maharashtra,Aanandhitha,2,2731
Onions,PANNA,Badagaon B.O,488333,86.5,Madhya Pradesh,Pauloini,2,2732
Potatoes,UTTARA KANNADA,Madangeri S.O,581344,9,Karnataka,Anbukkiniyal,0.5,2733
Carrots,BAGALKOT,Hirenasabi B.O,587114,105.25,Karnataka,Varaahamihir,2,2734
Tamarind,AMRITSAR,Marari Kalan BO,143601,434.75,Punjab,Vashinee,2.5,2735
Sweet Potatoes,RAIGARH,Pali SO RaigarhMH,410205,245.25,Maharashtra,Aram,3,2736
Sweet Potatoes,DHULE,Borvihir B.O,424311,163.5,Maharashtra,Ishwarya,2,2737
Tamarind,DHOLPUR,Varipura BO,328028,521.75,Rajasthan,Ranjani,3,2738
Grapes,VIZIANAGARAM,Jammu B.O,535006,32.5,Andhra Pradesh,Visaaalini,0.5,2739
Capsicum,KULLU,Dalash SO,172025,180.5,Himachal Pradesh,Jeevarna,3,2740
Barley,TARN TARAN,Bath BO,143406,203,Punjab,Thrinethra,1.5,2741
Spinach,NARSINGHPUR,Imlia (Kadhely) B.O,487334,80.25,Madhya Pradesh,Yashinthan,1.5,2742
Wheat,BARDHAMAN,Disergarh SO,713333,19.75,West Bengal,Mouleaswaran,0.5,2743
Cucumbers,KANNUR,Palaparamba BO,670701,41.25,Kerala,Wineiyah,1,2744
Garlic,Senapati,Kangpokpi S.O,795129,281,Manipur,Anuthaya,1,2745
Onions,BANDA,Lakhanpur BO,210125,21.5,Uttar Pradesh,Hrida,0.5,2746
Rajma,PATNA,SINGHARA BO,801102,84.5,Bihar,Alvin,0.5,2747
Oats,SAGAR,Sagar Bhuteshwar S.O,470002,468,Madhya Pradesh,Kushali,3,2748
Carrots,VISAKHAPATNAM,Kasipatnam B.O,535145,105.25,Andhra Pradesh,Nithaeshan,2,2749
Potatoes,BASTI,Dingrapur BO,272301,53.5,Uttar Pradesh,Bhavishya,3,2750
Rice,ANGUL,Kalamchhuin B.O,759103,69,Odisha,Dhanajeyan,1.5,2751
Masoor Dal,KARNAL,Lalupura B.O,132114,97.75,Haryana,Vinodini,1,2752
Corn,SHIMLA,Kandyali BO,171213,569.5,Himachal Pradesh,Naveenkumar,3,2753
Strawberry,SALEM,Ponnarampatti B.O,636115,1212.5,Tamil Nadu,Prithishayen,3,2754
Strawberry,BIRBHUM,Tabadumra BO,731126,808.25,West Bengal,Pathmini,2,2755
Cucumbers,AKOLA,Shelubazar Mana B.O,444106,62,Maharashtra,Maninga,1.5,2756
Rice,SUNDERGARH,Lathikata S.O,770037,46,Odisha,Genjin,1,2757
Grapes,GADAG,Nagarahalli B.O,582118,97.25,Karnataka,Manojana,1.5,2758
Masoor Dal,Pune,9 DRD B.O,411014,195.5,Maharashtra,Viznavi,2,2759
Spinach,MAHESANA,Valam SO,384310,107.25,Gujarat,Vaishavi,2,2760
Carrots,RAJKOT,Chandli BO,360035,52.75,Gujarat,Brashanth,1,2761
Potatoes,PUNE,Shere B.O,412108,53.5,Maharashtra,Sharva,3,2762
Sweet Potatoes,Leh,Saspol S.O,194402,204.5,Jammu and Kashmir,Vyashva,2.5,2763
Oats,NAGAUR,Ratanga B.O,341027,78,Rajasthan,Thirushan,0.5,2764
Wheat,PRAKASAM,Konapalle B.O,523346,39.5,Andhra Pradesh,Sanwar,1,2765
Capsicum,GONDIA,Dawki B.O,441901,90.25,Maharashtra,Ganesen,1.5,2766
Garlic,RAICHUR,Anehosur B.O,584122,140.5,Karnataka,Anbesha,0.5,2767
Barley,TAPI,Moramba BO,394380,270.75,Gujarat,Sangya,2,2768
Tamarind,Mysuru,Sinduvalli B.O,571118,260.75,Karnataka,Mriganka,1.5,2769
Corn,REASI,Nomain BO,182301,189.75,Jammu and Kashmir,Jasapal,1,2770
Rajma,DAUSA,Khurra BO,303504,507.5,Rajasthan,Viruba,3,2771
Onions,SOLAPUR,Bhatambre B.O,413401,43.25,Maharashtra,Bibha,1,2772
Sweet Potatoes,TEHRI GARHWAL,Pangerkhal BO,249001,163.5,Uttarakhand,Jigentan,2,2773
Potatoes,TIRUCHIRAPPALLI,Melavalady BO,621218,53.5,Tamil Nadu,Lakshmiprabha,3,2774
Masoor Dal,VILLUPURAM,Memalur B.O,605751,146.75,Tamil Nadu,Jaishanthan,1.5,2775
Corn,VIZIANAGARAM,A S Peta B.O,535281,95,Andhra Pradesh,Prasanniya,0.5,2776
Onions,MAHISAGAR,Kharol BO,389220,86.5,Gujarat,Nalajeyan,2,2777
Oats,JABALPUR,Imlai B.O,483220,78,Madhya Pradesh,Svaraj,0.5,2778
Rajma,SAHIBGANJ,Choukidhab BO,816108,253.75,Jharkhand,Puhalini,1.5,2779
Grapes,SIMDEGA,Keshalpur BO,835223,129.75,Jharkhand,Yogu,2,2780
Carrots,BAHRAICH,Katraniaghat BO,271841,105.25,Uttar Pradesh,Dharshiha,2,2781
Tamarind,Kurnool,Pesalabanda B.O,518323,347.75,Andhra Pradesh,Gangamaindan,2,2782
Capsicum,GUNTUR,Kothapet(VKD) S.O,522647,180.5,Andhra Pradesh,Hetu,3,2783
Barley,SANGRUR,Rampur Gujran BO,148033,406,Punjab,Buta,3,2784
Cucumbers,ALIGARH,Sudama Ka Bas BO,202145,82.75,Uttar Pradesh,Keya,2,2785
Rice,MAHARAJGANJ,Basuli  Farm BO,273163,115.25,Uttar Pradesh,Mahdev,2.5,2786
Spinach,RANCHI,Karkara BO,835214,80.25,Jharkhand,Jaitharan,1.5,2787
Wheat,PRAKASAM,A.B.V.Palem S.O,523171,39.5,Andhra Pradesh,Samvith,1,2788
Garlic,KORBA,Pasarkhet BO,495683,421.5,Chattisgarh,Anira,1.5,2789
